Hour	Fe	CaO	SiO2	MgO	MnO	Al2O3	Tonnes
2449	35.74	3.55	6.54	3.32	2.71	1.18	113
2450	36.2	3.76	5.67	3.2	2.75	1.18	241
2451	34.94	5.12	5.35	3.48	2.67	1.15	248
2452	34.16	5.73	6.12	3.29	2.70	1.24	258
2453	33.89	5.99	5.78	3.44	2.66	1.23	164
2454	29.04	11.59	3.87	4.69	2.31	0.63	239
2455	29.49	11.68	3.09	4.74	2.31	0.62	256
2456	35.14	4.65	6	3.36	2.67	1.19	1031
2457	34.25	5.29	6.35	3.28	2.69	1.28	174
2458	35.05	4.14	6.08	3.42	2.69	1.27	117
2459	34.89	4.99	5.86	3.56	2.57	0.76	233
2460	34.92	5.59	4.82	3.62	2.60	0.93	216
2461	34.72	6.01	4.64	3.67	2.62	0.72	148
2462	35.37	4.65	5.72	3.5	2.60	0.83	139
2463	36.6	4.36	4.19	3.6	2.72	0.69	201
2464	28.97	12.19	2.76	4.93	2.31	0.53	232
2465	29.05	11.75	3.08	5.07	2.30	0.55	153
2466	29.68	12.06	2.54	4.55	2.35	0.54	243
2467	31.8	9.44	3.42	4.17	2.49	0.71	272
2468	30.58	10.47	3.41	4.37	2.43	0.73	226
2469	31.43	9.88	3.67	4.03	2.45	0.72	222
2470	31.18	10.37	2.68	4.37	2.45	0.59	215
2471	30.87	9.74	4.04	4.3	2.48	0.86	267
2472	31.39	10.55	2.22	4.48	2.47	0.44	164
2473	30.55	10.59	3.62	4.15	2.43	0.68	179
2474	30.45	10.21	3.72	4.46	2.43	0.75	94
2475	32.22	8.89	3.37	4.14	2.50	0.62	162
2476	32.93	8.49	3.17	4.04	2.54	0.63	173
2477	32.76	8.19	4.15	3.87	2.53	0.76	251
2478	34.99	5.71	4.61	3.59	2.63	0.71	305
2479	34.24	5.58	6.04	3.54	2.57	0.89	222
2480	34.98	4.56	6.67	3.39	2.58	1.01	167
2481	34.91	5.2	5.49	3.68	2.61	0.82	230
2482	36.35	3.43	6.29	3.32	2.66	0.88	312
2483	33.86	7.03	3.9	3.92	2.70	0.89	192
2484	32.01	8.12	4.95	4.07	2.60	1.09	264
2485	32.2	8.93	3.43	4.06	2.50	0.83	181
2486	33.5	7.07	4.46	3.82	2.67	0.81	179
2487	32.29	8.54	4.01	4.06	2.60	0.83	190
2488	34.75	5.83	4.43	3.71	2.61	0.73	206
2489	34.94	6.07	3.96	3.81	2.63	0.58	227
2490	35.86	5.26	4.29	3.55	2.71	0.74	314
2491	35.5	5.65	4.09	3.57	2.70	0.75	307
2492	35.15	6.12	4.27	3.51	2.67	0.73	303
2493	32.19	9.27	4.18	3.63	2.50	0.75	215
2494	30.3	9.43	6.35	3.73	2.43	1.23	256
2495	31.11	8.83	5.97	3.65	2.48	1.11	298
2496	33.67	6.21	5.78	3.51	2.65	1.15	232
2497	32.21	6.55	7.71	3.45	2.53	1.36	266
2498	32.37	7.59	5.55	3.79	2.61	1.08	324
2499	32.82	6.66	6.38	3.57	2.63	1.09	301
2500	30.82	8.84	6.38	3.79	2.53	1.13	275
2501	32.55	7.02	6.15	3.71	2.69	1.17	251
2502	30.63	8.51	6.31	3.92	2.54	1.32	301
2503	31.2	7.63	7.02	3.84	2.58	1.54	298
2504	33.56	6.57	5.14	3.78	2.78	1.1	164
2505	32.32	7.49	5.42	4.14	2.66	1.05	163
2506	32.87	7.64	4.73	3.81	2.58	1.03	207
2507	32.44	7.57	5.03	3.69	2.69	1.22	236
2508	33	7.29	4.68	3.67	2.71	1.32	144
2509	35.94	4.4	4.03	3.54	2.92	1.29	112
2510	31.51	8.24	4.41	4.31	2.61	1.21	151
2511	32.52	7.98	4.52	4.04	2.56	0.7	183
2512	31.84	8.9	3.91	4.2	2.53	0.81	220
2513	33.34	7.14	4.85	3.77	2.63	1.03	213
2514	31.87	8.92	4.54	4.07	2.50	0.77	210
2515	32.67	8.05	4.12	3.99	2.60	0.8	204
2516	32.69	8.02	4.4	4	2.56	0.75	191
2517	34.02	6.67	4.61	3.72	2.69	0.9	202
2518	31.56	7.45	6.08	4.06	2.53	1.33	201
2519	33.77	6.07	5.13	3.69	2.63	1.21	163
2520	34.26	5.63	5.23	3.63	2.74	1.04	266
2521	31.16	8.54	5.22	4.08	2.57	1.15	237
2522	32.37	7.2	5.47	3.78	2.52	1.35	244
2523	32.55	6.86	5.69	3.75	2.57	1.36	211
2524	31.7	7.24	6.18	3.69	2.52	1.81	179
2525	29.2	8.7	7.34	4.2	2.39	1.75	186
2526	32.4	7.2	4.9	4.04	2.63	1.26	225
2527	34.04	6.14	4.67	3.7	2.71	1.15	171
2528	31.98	7.28	5.65	3.82	2.58	1.51	127
2529	33.44	6.56	4.5	3.71	2.78	1.18	111
2530	31.89	7.42	5.89	3.93	2.58	1.25	299
2531	33.72	5.64	6.07	3.59	2.67	1.3	166
2532	34.48	5.35	4.71	3.7	2.79	1.53	131
2533	34.74	5.58	4.13	3.66	2.74	1.24	183
2534	33.61	6.42	4.76	3.74	2.72	1.42	146
2535	35.19	5.47	4.59	3.59	2.88	0.84	174
2536	30.66	8.45	6.29	3.73	2.52	1.59	222
2537	28.55	10.62	6.09	4.23	2.40	1.37	66
2538	30.58	7.82	7.31	3.89	2.44	1.52	146
2539	31.32	8.48	5.57	3.89	2.60	1.09	286
2540	31.09	7.22	7	3.92	2.53	1.69	287
2541	32.38	7.45	4.9	4.01	2.60	1.17	111
2542	32.1	7.38	5.7	3.84	2.61	1.36	226
2543	31.68	8.07	5.01	4.08	2.52	1.18	175
2544	29.55	10.1	5.17	4.49	2.43	1.12	181
2545	30.86	8.85	5.22	4.06	2.47	1.06	125
2546	31.05	7.67	6.39	4.01	2.50	1.31	224
2547	31.89	6.85	7.17	3.62	2.56	1.49	154
2548	29.88	7.94	7.78	4.03	2.41	1.64	107
2549	31.59	7.56	6.53	3.8	2.54	1.26	191
2550	31.4	7.69	6.23	3.81	2.57	1.57	304
2551	34.68	6.17	5.25	3.22	2.74	1.01	323
2552	35.99	4.64	4.83	3.44	2.72	0.92	205
2553	33.77	7.12	4.36	3.76	2.63	0.8	285
2554	36.21	4.49	4.53	3.47	2.75	0.81	255
2555	33.29	7.75	3.76	4.03	2.50	0.81	377
2556	33.06	7.68	4.46	3.8	2.50	0.91	268
2557	33.74	6.84	4.28	3.91	2.50	0.92	129
2558	32.99	7.84	4.15	3.83	2.50	0.74	189
2559	30.98	10.17	5.18	3.3	2.53	1.05	194
2560	28.79	10.76	5.34	4.32	2.35	1.11	233
2561	29.65	9.35	6.53	4.13	2.45	1.38	289
2562	29.83	11.88	2.23	4.58	2.40	0.54	168
2563	31.51	9.77	3.22	4.31	2.56	0.61	231
2564	32.3	8.96	3.21	4.2	2.57	0.49	257
2565	35.51	5.41	4.09	3.51	2.75	0.75	145
2566	33.01	8.53	2.54	4.36	2.56	0.53	111
2567	30.31	11.32	2.15	4.65	2.44	0.49	236
2568	28.43	13.11	2.18	4.89	2.30	0.53	209
2569	26.86	14.22	2.09	5.44	2.21	0.55	219
2570	31.24	9.52	3.72	4.25	2.48	0.72	186
2571	34.28	6.36	4.65	3.66	2.66	0.81	225
2572	34.78	5.74	4.65	3.78	2.69	0.74	280
2573	34.74	5.74	5.17	3.52	2.67	0.82	289
2574	33.36	8.08	3.15	3.97	2.60	0.52	207
2575	29.83	12.05	2.12	4.51	2.35	0.41	269
2576	29.92	11.55	2.53	4.66	2.31	0.43	233
2577	31.2	10.75	1.99	4.56	2.41	0.39	192
2578	29.47	12.29	1.87	4.82	2.31	0.41	128
2579	28.98	12.23	1.91	5.16	2.34	0.56	142
2580	26.41	14.79	1.69	5.72	2.23	0.45	174
2581	27.8	13.56	1.71	5.48	2.29	0.52	179
2582	30.92	9.89	3.27	4.56	2.40	0.67	223
2583	29.59	10.28	5.47	4.16	2.39	1.04	284
2584	33.71	6.44	5.21	3.64	2.57	1.14	227
2585	35.5	5.63	3.82	3.73	2.72	0.77	242
2586	33.25	8.48	2.81	4.12	2.54	0.54	189
2587	33.37	7.44	4.28	3.85	2.56	0.67	184
2588	32.83	8.47	3.67	3.91	2.52	0.65	261
2589	34.09	7.69	2.78	3.92	2.69	0.51	200
2590	35	5.7	4.27	3.65	2.67	0.63	207
2591	33.68	6.94	4.58	3.79	2.65	0.81	301
2592	35.68	5.17	3.97	3.65	2.76	0.88	371
2593	35.07	5.2	5.14	3.58	2.63	0.78	218
2594	34.78	5.27	5.72	3.37	2.63	0.88	189
2595	32.85	7.73	3.86	3.9	2.63	1.09	110
2596	28.27	12.28	3.32	4.84	2.34	0.83	194
2597	29.38	11.61	3.09	4.64	2.36	0.76	225
2598	30.94	9.81	3.53	4.43	2.44	0.95	249
2599	30.26	10.54	3.15	4.52	2.41	0.93	184
2600	29.79	10.52	3.34	4.67	2.39	1.06	227
2601	33.63	7.01	3.48	4.22	2.65	1.06	170
2602	30.44	9.95	3.91	4.32	2.43	1.17	145
2603	33.37	7.41	3.52	4.18	2.62	0.78	191
2604	34.24	6.31	4.58	3.66	2.70	0.83	191
2605	32.23	7.45	5.63	3.98	2.50	1.07	262
2606	30.46	7.9	7.53	4.06	2.39	1.21	239
2607	32.74	7.11	5.07	3.83	2.62	1.14	143
2608	32.57	7.32	5.71	3.59	2.54	1.21	224
2609	34.34	5.79	4.55	3.89	2.66	1.04	257
2610	33.66	7.82	3.16	4	2.53	0.68	191
2611	32.98	7.65	4.58	3.87	2.49	0.76	185
2612	34.19	6.75	4.45	3.56	2.58	0.7	224
2613	33.72	6.86	4.75	3.67	2.60	0.83	251
2614	33.95	6.86	4.57	3.6	2.61	0.84	230
2615	31.89	8.22	4.87	3.85	2.49	1.02	116
2616	34.3	6.3	4.33	3.65	2.69	1.05	193
2617	32.62	7.56	5.08	3.76	2.58	1.01	206
2618	34.18	6.31	5.06	3.46	2.69	1.15	187
2619	31.25	8.98	5.12	3.76	2.53	1.08	191
2620	32.36	7.68	5.28	3.76	2.53	1.11	197
2621	32.35	7.56	5.36	3.73	2.53	1.07	224
2622	33.72	6.74	4.58	3.87	2.63	0.79	169
2623	32.58	7.52	4.76	4.02	2.60	0.91	168
2624	34.14	5.42	5.99	3.51	2.65	1.13	232
2625	30.32	9.46	5.15	4.27	2.36	0.89	236
2626	29.75	8.36	8.07	4.04	2.31	1.44	215
2627	34.02	4.91	6.76	3.56	2.62	1.28	194
2628	30.74	7.86	7.17	3.96	2.40	1.35	335
2629	35.75	4.95	5.15	3.16	2.62	0.82	154
2630	34.81	5.48	5.88	3.11	2.60	0.97	140
2631	34.57	5.81	4.04	3.86	2.66	1.1	142
2632	33.83	6.35	4.15	4.02	2.62	1.09	223
2633	34.94	5.26	4.42	3.73	2.72	1.05	140
2634	34.15	5.76	4.79	3.71	2.70	1.18	155
2635	33.95	6.86	3.91	3.69	2.62	1.01	152
2636	33.53	6.37	4.72	3.8	2.57	0.98	156
2637	35.34	5.27	4.79	3.55	2.72	1.04	152
2638	35.8	4.39	5.41	3.26	2.70	1.13	121
2639	35.2	5.05	5.16	3.49	2.67	1.14	141
2640	32.03	7.69	5.43	3.7	2.54	1.24	179
2641	34.29	6.22	4.8	3.49	2.62	1	218
2642	33.26	6.83	5.32	3.46	2.57	1.04	214
2643	35.37	5.11	4.97	3.31	2.66	0.95	196
2644	34.94	5.81	4.18	3.5	2.70	0.8	128
2645	35.07	5.34	4.92	3.26	2.63	0.95	198
2646	35.49	5.43	4.14	3.47	2.71	0.95	253
2647	35.9	4.75	4.89	3.32	2.69	0.96	206
2648	36.45	4.21	4.91	3.23	2.72	0.88	127
2649	34.83	6.25	4.94	3.11	2.62	0.92	161
2650	35.21	4.33	5.3	3.61	2.70	1.4	115
2651	35.89	4.01	5.2	3.45	2.72	1.15	145
2652	36	4.43	4.62	3.54	2.75	1.11	209
2653	35.13	5.2	4.58	3.71	2.67	1.07	196
2654	33.86	6.31	4.87	3.8	2.60	1.14	126
2655	33.98	6.33	4.77	3.69	2.50	1.08	539
2656	34.85	5.23	4.83	3.61	2.57	1.2	161
2657	32.04	8.44	4.23	4.23	2.43	0.93	54
2658	33.29	6.9	4.95	3.66	2.56	1.15	149
2659	34.46	5.98	4.31	3.72	2.74	1.1	147
2660	32.09	7.93	4.83	3.92	2.45	1.27	138
2661	32.47	8.16	4.19	4	2.50	1	108
2662	32.9	7.63	4.27	3.92	2.58	1.09	154
2663	33.48	7.13	4.4	3.9	2.61	1.04	167
2664	33.33	7.08	4.85	3.73	2.63	1.13	181
2665	32.45	7.54	4.96	3.81	2.53	1.37	160
2666	32.69	7.45	4.43	3.94	2.43	1.12	55
2667	32.41	6.46	6.68	3.73	2.54	1.52	131
2668	33.79	5.23	6.54	3.47	2.60	1.65	165
2669	34.16	6.08	4.8	3.59	2.56	1.23	137
2670	33.45	6.94	4.53	3.72	2.57	1.09	160
2671	34.62	6.36	4.18	3.58	2.60	1.13	211
2672	35.06	5.57	4	3.58	2.65	1.03	117
2673	34.36	5.45	5.2	3.59	2.56	1.4	130
2674	32	8.69	4.06	3.95	2.43	1.09	186
2675	34.46	6.25	3.9	3.69	2.58	1.06	260
2676	32.64	7.54	4.49	4.04	2.41	1.21	62
2677	32.37	8.53	3.53	3.93	2.39	1.01	166
2678	32.75	8.25	3.32	4.15	2.48	0.76	150
2679	31.57	8.46	4.72	4.22	2.41	1.06	176
2680	34.58	5.44	4.88	3.56	2.54	1.19	139
2681	32.94	7.2	5.12	3.72	2.50	1.17	338
2682	32.04	7.9	4.87	3.99	1.60	1.24	339
2683	32.51	7.69	4.33	4.1	2.54	1.07	170
2684	35.65	4.15	5.24	3.42	2.75	1.42	223
2685	34.9	5.11	4.95	3.6	2.75	1.36	106
2686	35.76	3.79	5.58	3.36	2.81	1.46	120
2687	35.97	4.58	4.17	3.53	2.81	1.19	137
2688	33.05	6.65	5.25	3.82	2.56	1.28	127
2689	32.92	6.68	5.16	3.84	2.54	1.3	203
2690	34.26	6.24	4.02	3.76	2.67	1.15	127
2691	34.43	6.47	3.75	3.8	2.58	0.95	146
2692	33.28	7.42	3.9	3.96	2.52	1.04	214
2693	31.48	8.84	4.47	3.96	2.36	1.18	128
2694	33.36	6.89	4.72	3.84	2.45	1.27	181
2695	34.36	5.55	4.98	3.76	2.49	1.39	165
2696	34.14	5.85	4.77	3.78	2.48	1.24	152
2697	31.41	9.36	3.49	4.24	2.29	0.85	148
2698	34.33	5.85	4.55	3.62	2.67	1.09	146
2699	32.9	7.82	3.72	4.05	2.31	1.05	128
2700	34.67	6.09	4.1	3.56	2.56	1.17	155
2701	33.96	6.39	4.35	3.79	2.48	1.31	173
2702	33.22	6.77	4.91	3.93	2.54	1.12	312
2703	34.15	5.9	4.79	3.57	2.70	1.28	278
2704	33.53	6.43	4.99	3.74	2.62	1.16	407
2705	34.2	6.25	4.96	3.75	2.63	1.02	358
2706	33.71	6.91	4.51	3.82	2.50	0.9	346
2707	34.04	6.77	4.32	3.81	2.56	0.78	450
2708	33.83	6.97	4.25	3.93	2.44	0.96	308
2709	33.9	6.72	5.58	3.6	2.60	1.23	419
2710	34.39	5.45	5.06	3.78	2.63	1	282
2711	34.3	5.54	5.55	3.55	2.62	1.22	442
2712	32.97	8.75	2.67	4.1	2.54	0.56	183
2713	34.28	6.81	3.85	3.8	2.63	0.69	185
2714	31.77	9.33	3.46	4.23	2.43	0.65	123
2715	36.61	3.92	4.81	3.4	2.78	0.77	191
2716	36.24	4.15	5.02	3.51	2.78	0.83	215
2717	31.33	10.63	2.21	4.52	2.30	0.37	122
2718	32.45	9.5	2.42	4.33	2.40	0.39	172
2719	33.03	9.21	1.91	4.43	2.38	0.23	79
2720	32.97	8.94	2.62	4.32	2.40	0.4	48
2721	32.19	9.74	2.27	4.42	2.36	0.43	128
2722	30.23	11.13	2.59	4.76	2.23	0.49	126
2723	32.87	8.92	2.09	4.56	2.35	0.35	108
2724	31.46	10.26	2.08	4.78	2.43	0.43	166
2725	32.13	9.74	2.19	4.41	2.49	0.48	290
2726	31.38	10.53	2.05	4.45	2.43	0.47	269
2727	31.56	9.68	2.99	4.35	2.44	0.72	223
2728	31.24	10.65	2.1	4.57	2.38	0.44	187
2729	33.76	7.64	3.03	4.04	2.48	0.71	239
2730	33.58	6.91	4.08	3.79	2.40	1.07	240
2731	34.45	6.5	3.66	3.87	2.43	0.78	180
2732	30.88	9.58	5.55	3.33	2.16	1.58	153
2733	30.21	10.58	5.23	3.44	2.13	1.51	215
2734	36.32	3.87	5.39	3.46	2.75	0.91	218
2735	35.48	5.09	5.17	3.29	2.70	0.82	31
2736	34.74	5.57	4.71	3.66	2.66	1.12	185
2737	35.51	5.17	4.52	3.55	2.74	0.88	224
2738	34.15	6.15	5.11	3.74	2.62	1.01	341
2739	32.01	8.01	5.05	3.98	2.50	1.02	259
2740	33.94	6.21	4.91	3.71	2.57	1.11	258
2741	33.72	6.67	4.43	3.76	2.56	1.09	252
2742	30.31	10.13	3.98	4.47	2.35	0.88	340
2743	30.88	10.13	3.53	4.24	2.39	0.88	383
2744	33.95	6.44	4.76	3.51	2.58	1.13	218
2745	33.62	7.23	3.95	3.88	2.56	1.01	215
2746	33.07	7.68	3.96	4.02	2.57	0.96	235
2747	32.85	8.07	3.99	4.02	2.49	0.81	356
2748	33.2	7.95	3.52	3.99	2.52	0.64	286
2749	31.46	9.14	3.97	4.14	2.36	1.09	301
2750	32.47	8.1	3.78	4.08	2.38	1.06	216
2751	31.73	7.41	6.57	3.5	2.40	1.84	229
2752	32.87	6.9	5.46	3.59	2.45	1.6	109
2753	34.94	6.53	2.72	4.09	2.49	0.65	211
2754	35.48	5.62	3.17	3.94	2.50	0.81	137
2755	35.39	5.58	3.65	3.72	2.56	0.9	267
2756	34.92	5.87	4.01	3.82	2.50	0.93	241
2757	34.32	6.83	3.26	4.03	2.43	0.78	207
2758	34.48	6.71	3.14	4.06	2.44	0.78	209
2759	34.88	6.49	3.08	3.98	2.43	0.78	185
2760	34.8	5.83	4.17	3.83	2.44	0.99	229
2761	33.62	7.33	4.25	3.72	2.34	1.02	325
2762	33.43	7.34	3.94	3.82	2.35	1	215
2763	33.04	7.46	4.92	3.56	2.43	1.23	279
2764	33.33	6.82	5.25	3.54	2.43	1.33	298
2765	33.5	6.85	4.79	3.6	2.45	1.29	258
2766	33.72	6.73	4.71	3.5	2.52	1.34	262
2767	33.26	6.57	5.44	3.47	2.45	1.58	216
2768	32.53	7.25	5.38	3.55	2.39	1.63	233
2769	33.21	6.45	5.61	3.54	2.49	1.48	245
2770	32.24	9.09	2.9	4.18	2.49	0.88	187
2771	31.03	10.38	2.73	4.36	2.40	0.84	189
2772	30.11	11.42	2.5	4.42	2.40	0.81	187
2773	32.23	9.4	2.42	4.23	2.52	0.83	189
2774	32.38	9.14	2.97	4.07	2.50	0.91	223
2775	31.52	6.86	7.41	3.56	2.40	1.75	376
2776	32.81	6.59	6.56	3.42	2.54	1.64	266
2777	34.63	4.82	5.79	3.54	2.67	1.23	203
2778	32.72	7.67	4.49	3.74	2.52	1.21	166
2779	31.94	8.88	3.78	4.08	2.45	0.95	179
2780	31.21	9.85	3.09	4.29	2.43	0.92	173
2781	33.15	7.27	3.45	4.26	2.56	1.08	220
2782	32.34	8.76	2.8	4.41	2.52	0.94	205
2783	32.15	9.05	2.93	4.3	2.48	0.99	191
2784	33.05	8.72	2.39	4.12	2.53	0.87	149
2785	31.57	9.85	2.43	4.36	2.41	0.75	180
2786	32.77	8.18	3.61	4.04	2.58	1.12	51
2787	33.05	7.61	3.66	4.01	2.66	1.15	165
2788	33.13	7.25	4	3.97	2.67	1.29	192
2789	32.38	8.38	3.22	4.18	2.66	1.05	213
2790	33.75	7.43	3.19	4.01	2.67	1	259
2791	31.36	9.35	4.08	4.12	2.49	1.08	269
2792	32.23	9.24	2.99	4.21	2.49	0.84	231
2793	34.1	6.95	3.75	3.94	2.47	0.88	234
2794	34.12	6.69	4.14	3.85	2.41	1	184
2795	31.63	7.82	5.97	3.78	2.40	1.47	241
2796	33.41	6.54	5.16	3.83	2.43	1.31	239
2797	33.48	7.09	4.27	3.93	2.45	1.02	198
2798	33.84	6.75	4.24	3.87	2.45	1.06	225
2799	33.24	7.58	4.23	3.82	2.47	1.14	227
2800	34.94	6.42	3.13	3.89	2.54	0.88	240
2801	34.08	6.48	4.03	3.92	2.57	1.22	209
2802	33.29	7.17	3.61	4.22	2.53	1.12	195
2803	34.28	6.37	3.49	4.03	2.65	1.15	209
2804	34.1	6.27	3.8	4.05	2.66	1.24	201
2805	35.68	5.33	3.74	3.75	2.47	0.99	200
2806	33.83	7.17	3.59	3.95	2.52	1.1	194
2807	33.38	7.53	3.48	3.81	2.53	1.13	184
2808	33.55	6.82	4.33	3.72	2.57	1.28	206
2809	33.21	7.97	4.36	3.54	2.57	1.37	252
2810	31.32	10.13	2.63	4.42	2.43	0.83	189
2811	29.83	11.58	2.38	4.8	2.35	0.7	200
2812	30.12	11.5	2.24	4.79	2.34	0.58	206
2813	29.77	11.73	2.56	4.68	2.35	0.77	221
2814	27.88	13.3	2.37	5.19	2.26	0.7	215
2815	29.5	11.86	2.34	4.82	2.36	0.78	212
2816	30.67	10.26	3.42	4.5	2.45	1.01	246
2817	31.85	8.35	4.47	4.21	2.50	1.07	271
2818	33.75	6.75	4.31	3.85	2.72	0.86	160
2819	32.32	7.78	5.23	3.69	2.60	1.1	267
2820	33.13	7.6	4.29	3.75	2.65	1	207
2821	32.13	7.41	5.41	3.7	2.53	1.04	198
2822	32.24	7.82	5.3	3.79	2.52	1.05	252
2823	34.05	5.96	5.11	3.71	2.49	1.19	210
2824	36.55	4.35	3.91	3.62	2.58	0.93	225
2825	35.65	5.05	4.36	3.68	2.50	0.96	170
2826	32.49	8.35	4.29	3.79	2.35	1.02	251
2827	36.08	4.93	3.81	3.67	2.54	0.95	192
2828	37.65	3.19	3.99	3.61	2.58	0.93	193
2829	33.51	6.18	5.06	3.83	2.39	1.43	184
2830	32.37	7.05	5.15	3.85	2.27	1.69	184
2831	32.99	6.38	5.68	3.74	2.50	1.51	154
2832	32.26	7.06	5.67	3.76	2.35	1.79	88
2833	33.13	6.3	5.65	3.8	2.38	1.61	246
2834	32.98	6.69	5.81	3.5	2.58	1.65	219
2835	33.37	7.08	4.38	3.71	2.58	1.11	223
2836	34.34	6.45	4.27	3.54	2.65	1.19	259
2837	33.43	6.58	5.23	3.54	2.57	1.34	274
2838	32.48	7.54	4.78	3.79	2.53	1.25	281
2839	31.83	8.27	4.73	3.84	2.61	1.42	254
2840	32.3	8.28	4.65	3.63	2.57	1.36	256
2841	31.86	8.41	5.42	3.46	2.48	1.43	304
2842	32.44	8.09	4.81	3.64	2.49	1.24	233
2843	31.95	8.59	4.49	3.92	2.52	1.11	261
2844	33.08	6.87	5.39	3.73	2.50	1.22	209
2845	31.6	8.18	5.07	3.95	2.32	1.39	191
2846	31.87	7.95	4.96	3.92	2.26	1.49	211
2847	29.63	10.09	5.29	4.01	2.17	1.56	200
2848	30.14	9.82	4.99	3.89	2.21	1.59	145
2849	29.02	10.59	5.16	4.29	2.12	1.5	103
2850	30.26	9.49	5.05	3.96	2.22	1.67	235
2851	30.66	8.87	4.86	4.2	2.17	1.43	129
2852	32.73	7.26	5.08	3.77	2.31	1.1	210
2853	32.86	6.88	4.86	3.94	2.38	1.44	108
2854	33.39	5.95	5.61	3.84	2.43	1.54	141
2855	27.96	11.59	5.36	4.24	2.12	1.66	151
2856	28.43	10.83	5.58	4.17	2.12	1.77	268
2857	30.72	8.6	5.61	3.99	2.25	1.63	181
2858	33.07	6.31	5.45	3.84	2.39	1.57	194
2859	33.97	5.38	5.63	3.65	2.50	1.53	207
2860	33.52	5.68	6.08	3.7	2.49	1.64	185
2861	34.09	4.66	6.29	3.5	2.49	1.6	189
2862	32.18	6.39	6.88	3.68	2.39	1.59	220
2863	34.47	5.09	5.48	3.54	2.56	1.54	236
2864	33.42	5.04	7.34	3.28	2.66	2.02	239
2865	33.41	5.22	6.62	3.38	2.63	1.9	181
2866	32.67	5.61	6.89	3.36	2.60	1.96	230
2867	33.09	5.39	6.69	3.39	2.61	1.89	255
2868	28.87	13.78	2.18	3.73	2.10	0.79	224
2869	29.86	12.58	2.05	4.04	2.14	0.71	142
2870	31.16	8.76	5.19	3.84	2.48	1.19	235
2871	29.35	11.84	3.96	3.92	2.32	0.85	231
2872	29.83	11.89	2.51	4.53	2.22	0.55	394
2873	29.63	11.44	3.62	4.07	2.09	1.13	325
2874	27.85	14	3.32	3.95	2.04	1.16	174
2875	29.57	11.97	3.2	3.98	2.22	1.06	150
2876	30.46	10.28	3.7	4.05	2.16	1.16	252
2877	31.1	10.42	3.2	3.91	2.21	1.11	185
2878	29	11.89	3.29	4.53	2.10	0.79	55
2879	30.49	10.01	4.74	3.84	2.30	1.01	92
2880	28.85	13.42	2.59	4.09	2.14	0.82	215
2881	32.88	6.56	5.61	3.72	2.54	1.47	269
2882	32.73	6.65	5.79	3.62	2.50	1.45	233
2883	33.5	6.1	5.45	3.66	2.57	1.42	220
2884	30.77	8.61	5.84	3.83	2.34	1.69	220
2885	30.66	9.04	5.1	3.89	2.27	1.31	256
2886	30.9	10.95	3.19	4.13	2.31	0.59	248
2887	31.45	10.07	3.28	3.99	2.41	0.74	218
2888	32.67	7.94	4.44	3.86	2.49	1.02	290
2889	33.46	8.35	2.65	4.1	2.45	0.53	188
2890	31.74	8.19	5.09	3.99	2.48	1.25	286
2891	34	7.23	3.73	3.61	2.62	0.92	191
2892	33.16	8.56	3.01	3.77	2.47	0.76	288
2893	32.2	9.64	3.11	3.8	2.49	0.77	219
2894	30.89	9.88	4.25	3.98	2.38	1.12	141
2895	32.55	8.65	3.77	3.87	2.53	1.04	228
2896	30.45	9.9	4.9	4.26	2.29	0.91	287
2897	30.96	10.62	2.95	4.51	2.26	0.53	233
2898	31.19	10.75	2.39	4.53	2.30	0.45	225
2899	31.82	9.06	3.83	4.37	2.38	0.73	233
2900	31.21	10.65	2.29	4.6	2.29	0.37	252
2901	31.47	7.47	6.03	3.83	2.32	1.83	328
2902	31.51	7.7	5.69	3.8	2.39	1.59	265
2903	32.39	6.79	5.83	3.74	2.57	1.65	194
2904	34.28	5.74	4.8	3.68	2.63	1.34	376
2905	28.76	11.56	4.64	4.34	2.32	1.01	412
2906	31.09	9.4	5.06	3.82	2.39	0.86	255
2907	33.06	7.87	3.73	4.07	2.56	0.84	142
2908	34.19	6.67	4.97	3.46	2.57	0.73	372
2909	32.43	7.86	5.62	3.59	2.45	0.99	253
2910	33.83	6.06	5.04	3.67	2.50	1.46	167
2911	32.74	7.5	4.87	3.75	2.39	1.42	155
2912	31.78	8.79	4.66	3.46	2.30	1.27	216
2913	30.32	9.71	5.48	3.56	2.22	1.41	336
2914	33.89	7.27	3.62	3.78	2.48	0.86	267
2915	33.42	7.95	3.42	3.83	2.48	0.81	150
2916	33.19	8.12	3.11	3.98	2.43	0.69	179
2917	31.57	8.86	4.6	3.77	2.35	1.17	100
2918	31.56	9.11	4.66	3.86	2.30	1.29	137
2919	33.74	5.84	5.38	3.63	2.63	1.36	196
2920	32.4	5.54	7.82	3.56	2.58	2.19	305
2921	33.44	5.77	6.12	3.63	2.48	1.63	256
2922	31.51	7.82	5.99	3.82	2.48	1.63	165
2923	29.54	9.08	7.67	3.48	2.29	2.17	260
2924	29.08	8.19	8.98	3.73	2.29	2.38	270
2925	29.11	10.65	5.13	4.32	2.23	1.22	180
2926	29.15	9.68	6.96	3.8	2.25	1.87	156
2927	29.11	10.43	5.33	4.33	2.32	1.29	270
2928	34.16	6.33	5.19	3.52	2.63	0.88	231
2929	35.02	5.16	5.71	3.21	2.63	1.01	240
2930	32.83	7.17	4.75	3.81	2.52	1.14	187
